transcript	gene	chr	n_exons	tx_start	tx_end	bp	mu_syn	mu_mis	mu_lof	n_syn	n_mis	n_lof	exp_syn	exp_mis	exp_lof	syn_z	mis_z	lof_z	pLI
ENST00000334955.8	RSBN1L	7	8	77325786	77408485	2541	1.22016121844e-05	2.61203300581e-05	1.83167943284e-06	132	251	5	133.911637301	285.949853825	23.3194176093	0.102408825071894	1.01092151818018	3.75787710390045	0.500030091124699
ENST00000419923.2	UPK3B	7	4	76139969	76144568	963	6.43630497082e-06	1.25421004676e-05	6.62792746235e-07	41	104	6	51.9060978515	101.905157424	6.83336823385	0.938447045165929	-0.101498782724243	0.315797874098709	0.000192328231865901
ENST00000394857.3	ZP3	7	8	76054281	76071373	1275	6.07644908257e-06	1.33135090998e-05	7.62628186067e-07	61	128	6	64.4657596465	138.861353577	10.836163711	0.267598327489063	0.450828634903883	1.45530138504118	0.00159681546702936
ENST00000315758.5	MDH2	7	9	75677478	75695728	1017	6.44207482023e-06	1.24367665413e-05	6.65578714725e-07	73	129	3	70.6080146449	130.593601894	10.4438518567	-0.176474451381849	0.0682079249669798	2.28169225342574	0.177605135901673
ENST00000351004.3	GNAI1	7	8	79764476	79846809	1065	4.43153592057e-06	1.06748329281e-05	8.39963768763e-07	61	52	1	47.0465239273	111.568774775	12.1269929264	-1.26115441664336	2.75844261550951	3.16512499934487	0.917528243665787
ENST00000257626.7	GSAP	7	31	76940674	77045638	2565	1.06312770602e-05	2.2977199609e-05	2.51169923463e-06	107	240	29	109.028456016	230.917309751	37.8578985855	0.120435476954813	-0.292350058510171	1.42607411321181	3.59525944818388e-16
ENST00000310842.4	POMZP3	7	5	76240781	76255381	564	2.35258157661e-06	5.27671637267e-06	4.10973722994e-07	12	32	0	28.3312691427	60.9275596433	6.60984724833	1.90211336407837	1.81268067325002	2.54674461370952	0.879121225424826
ENST00000324432.5	DTX2	7	9	76109826	76134918	1869	1.19996434506e-05	2.38792822551e-05	1.14157783713e-06	95	181	4	116.149319464	230.58736229	13.2496484815	1.216570214268	1.59723938510577	2.51717119633098	0.106757915614529
ENST00000416283.2	PHTF2	7	18	77469572	77584195	2256	7.10139296595e-06	1.8973777694e-05	2.20096876353e-06	79	155	8	74.2241632602	187.984235592	26.7457105084	-0.34365809025855	1.17668911339196	3.59057968083693	0.0249464272569149
ENST00000265728.1	DBF4	7	12	87506047	87537478	2025	5.83459436522e-06	1.45220855032e-05	1.62253897437e-06	78	168	1	69.3229235497	165.306268105	22.5274082116	-0.646077427690197	-0.102475717442972	4.4928905561838	0.998167681555921
ENST00000265723.4	ABCB4	7	27	87031411	87104781	3861	1.55538417961e-05	3.52128515134e-05	3.39334993908e-06	156	358	16	185.33058579	405.486771487	49.0892481325	1.33566281988958	1.15345588427869	4.67824979967975	0.000203043316816073
ENST00000265724.3	ABCB1	7	27	87133558	87229500	3843	1.27816014069e-05	3.46701794295e-05	3.26934787499e-06	171	381	10	155.229144717	401.892194472	48.0859983607	-0.784728353905124	0.509736540555561	5.4405868669066	0.734473812399813
ENST00000265362.4	SEMA3A	7	17	83590686	83823902	2316	8.31177094023e-06	2.18461710616e-05	2.53284655844e-06	102	223	5	99.2017375914	250.021350284	35.2118043215	-0.174171818274077	0.835864142913465	5.04338574813162	0.988432782312704
ENST00000361669.2	GRM3	7	5	86394461	86493671	2640	1.34923176166e-05	2.96974176022e-05	1.68861135783e-06	142	207	2	154.966267	338.5734393	21.22780138	0.645723984508214	3.49750331389279	4.13396474490975	0.984710456532565
ENST00000433078.1	TMEM243	7	4	86825951	86848819	357	1.62301307301e-06	3.30687795104e-06	3.9461878822e-07	26	41	7	19.5791677048	38.4125673219	6.08065614231	-0.899587644297225	-0.2041965183124	-0.369311138555047	1.28559617872968e-05
ENST00000394703.5	DMTF1	7	16	86794257	86824456	2283	7.67666602423e-06	1.97660944402e-05	2.24614065711e-06	82	174	5	92.458476546	227.201355161	31.5641512311	0.674286689936769	1.72637046794024	4.68369481204414	0.956216302595223
ENST00000341119.5	SLC25A40	7	10	87465563	87488042	1017	2.83317175009e-06	7.73903689713e-06	1.09301348314e-06	46	80	12	33.6947378699	85.3058654128	15.2537698079	-1.31419309886434	0.280985317843981	0.825254534385144	2.14670620627733e-07
ENST00000222390.5	HGF	7	18	81331896	81399287	2187	7.25018994814e-06	2.08889214087e-05	3.18546974162e-06	98	167	6	85.9436719199	235.949554724	41.7253724116	-0.806227491696969	2.19552594071338	5.47855933368637	0.994701028645709
ENST00000419147.2	CROT	7	17	86978384	87027960	1923	5.97145732122e-06	1.66957907765e-05	2.47176573298e-06	75	236	32	70.0227861389	183.783605598	33.5780438405	-0.368736162756812	-1.8839528991278	0.269762174494272	6.7490162375597e-21
ENST00000265361.3	SEMA3C	7	17	80374209	80546097	2256	8.08263990234e-06	2.15381126898e-05	2.07809452063e-06	96	254	7	96.6784736115	245.926963266	29.8319449524	0.042777484694567	-0.251795710314722	4.14087216504928	0.296856253558956
ENST00000356860.3	CACNA2D1	7	39	81579707	82072775	3276	1.21819740244e-05	2.810520363e-05	4.00067542272e-06	136	199	5	142.45330488	310.629469401	56.4244387731	0.335193098633498	3.09794768094555	6.78149792555982	0.999995804404225
ENST00000333891.9	PCLO	7	25	82387890	82791908	15429	5.08780602529e-05	0.000128912354315	9.82910413382e-06	670	1757	11	560.932826782	1423.50125565	117.225874661	-2.85488197127069	-4.32346648280063	9.71870204411564	0.999999999988929
ENST00000398291.3	GNAT3	7	8	80087986	80141242	1065	3.31718170761e-06	8.39079205406e-06	9.42972839554e-07	37	98	7	31.7620765289	76.9257380625	11.0240870778	-0.576174255103824	-1.17525730550078	1.20056535951268	0.000297548170729583
ENST00000284136.6	SEMA3D	7	17	84628755	84751207	2334	7.73978547291e-06	2.03842991838e-05	2.56334006983e-06	104	238	14	93.4251704172	234.536616821	35.593107832	-0.678251734106599	-0.110614944111362	3.58526993849205	3.53080230466104e-05
ENST00000450689.2	KIAA1324L	7	22	86509786	86688829	3090	1.2242410716e-05	2.86435408936e-05	2.28937243857e-06	107	210	11	100.756319714	224.153469346	26.5227702168	-0.385616308438769	0.462389060621338	2.98572278026062	0.000166955192879022
ENST00000338056.3	RUNDC3B	7	12	87258139	87459345	1422	5.24641530517e-06	1.25836807676e-05	1.3659582989e-06	50	130	8	56.3045129788	130.613120381	19.1687437035	0.520869831471663	0.0262394292125452	2.52695310094449	0.00149189416804701
ENST00000307792.3	SEMA3E	7	17	82996901	83277858	2328	8.79154420831e-06	2.26042290621e-05	2.27891248982e-06	112	254	9	103.702724467	254.838029914	31.7027573667	-0.505116100837166	0.0256760615352116	3.99410777809218	0.0304478723822677
ENST00000265727.7	ADAM22	7	31	87563780	87825806	2721	1.15812350505e-05	2.7186463599e-05	3.14307190619e-06	109	220	6	140.080927035	312.339713051	47.513362151	1.62799699253927	2.55559093594005	5.96581383603533	0.999388899396346
ENST00000535571.1	CLDN12	7	1	90041990	90042725	735	2.97573311823e-06	6.83234277146e-06	3.7321585408e-07	39	57	2	34.13477	77.8309664	4.64771032	-0.516243200546048	1.15491420296996	1.21657983231635	0.10092139715214
ENST00000394507.1	KRIT1	7	16	91830049	91871449	2211	6.17908465736e-06	1.88828144574e-05	2.17351001004e-06	86	189	8	74.8438381254	215.734696214	30.4962739678	-0.799440570520442	0.890290551899616	4.03530979779495	0.0942382450327803
ENST00000380079.4	STEAP4	7	4	87908712	87913584	1380	4.36032116125e-06	1.19821200783e-05	1.2710029541e-06	62	131	10	51.079742	137.4363023	16.07711444	-0.947235836620814	0.268535673172106	1.50135379774847	1.49862010031802e-05
ENST00000493463.2	ERVW-1	7	1	92098078	92099695	1617	5.48932852891e-06	1.5463775593e-05	1.0171742831e-06	63	146	5	62.61434	175.6269463	11.94388979	-0.0302146242373441	1.09347071123657	1.9903048691348	0.0135671717993117
ENST00000297203.2	C7orf62	7	1	88423494	88424256	762	2.72026571417e-06	6.60882402212e-06	4.19146115444e-07	40	90	3	31.24028	75.2984496	5.16810906	-0.971588149293312	-0.828679383833043	0.944724084783701	0.0235072221293244
ENST00000222511.6	GTPBP10	7	10	89976055	90014468	1164	3.53597317501e-06	9.32075761198e-06	8.98009306021e-07	47	134	4	42.5244302155	105.785623943	13.8584874184	-0.425479446922015	-1.34175743433763	2.62326446794078	0.13073148451219
ENST00000351870.3	MTERF	7	2	91502907	91509397	1200	3.68012138923e-06	1.08534708475e-05	9.25240123775e-07	40	171	10	42.534731	123.8102663	11.32135673	0.240940271233134	-2.07436569945221	0.389009856613607	9.3827857727949e-07
ENST00000287934.2	FZD1	7	1	90894195	90896139	1944	1.8797273264e-05	3.22963197764e-05	1.09201684639e-06	130	158	3	213.3961	366.3431323	12.79187658	3.53917444162993	5.32416648260549	2.71199254063344	0.344486647877948
ENST00000287908.3	STEAP2	7	4	89854396	89861938	1473	4.53726034811e-06	1.18926911622e-05	1.32682823318e-06	41	151	7	51.9476142386	133.474358979	16.1130108526	0.941642312464853	-0.741976821259474	2.24886428955828	0.00244974706931913
ENST00000333190.4	ZNF804B	7	4	88389290	88966346	4050	1.30851062e-05	3.18070863248e-05	2.00448328072e-06	195	447	22	149.933389	362.0572971	24.38759955	-2.28168137327258	-2.18350340238345	0.478924017993042	4.77795175322779e-14
ENST00000003100.8	CYP51A1	7	10	91742978	91763678	1530	5.39247867199e-06	1.44887587755e-05	1.04605646204e-06	66	153	10	59.5962673237	157.88897502	15.1835180189	-0.514248385145318	0.190309560574161	1.31773507703916	9.85961120147983e-06
ENST00000297205.2	STEAP1	7	4	89789102	89794048	1020	3.10221406071e-06	7.58953037662e-06	6.83439306331e-07	23	90	2	36.825116	87.6673455	9.41989517	1.41236282370989	-0.121856055429426	2.39477333996039	0.434511093853516
ENST00000248633.4	PEX1	7	24	92116770	92157749	3852	1.29164275481e-05	3.29173715405e-05	3.54603954345e-06	153	369	17	148.988506379	367.128847427	49.1341670974	-0.203741658018232	-0.0477669432128368	4.5411404008031	3.96976240276807e-05
ENST00000389297.4	C7orf63	7	23	89874738	89939552	2826	9.51481501748e-06	2.34650426155e-05	2.53383851863e-06	103	283	13	105.380540402	246.348166907	34.7517641788	0.143759823439417	-1.14218663614986	3.65507088869326	0.000134084128006003
ENST00000265729.2	SRI	7	8	87835792	87849341	597	3.09371059817e-06	6.35280337659e-06	8.88883126714e-07	27	69	8	31.2560693295	65.5478298149	12.49996371	0.471944598344933	-0.208559281586441	1.26079473121919	9.97957046166647e-05
ENST00000287957.3	GATAD1	7	5	92077043	92085876	810	5.00319956179e-06	9.18430260997e-06	4.61834245119e-07	23	47	1	22.919904	54.7292321	5.86476797	-0.010372312187056	0.511026062545191	1.98987787268794	0.507483499064787
ENST00000356239.3	AKAP9	7	50	91570413	91739473	11724	3.30972444197e-05	8.79796987805e-05	1.08262734304e-05	418	1180	38	389.844965935	1002.12705173	140.263256507	-0.884013822133098	-2.74830607810291	8.55337163250873	2.29354530903585e-05
ENST00000265742.3	ANKIB1	7	19	91924292	92028263	3270	1.03825790038e-05	2.94420130117e-05	2.88926927793e-06	106	213	2	110.168007052	299.061204849	34.3592110998	0.24617813224857	2.43413005668544	5.46847258221419	0.999885674650132
ENST00000265741.3	CDK14	7	13	90338855	90747495	1356	5.07494503023e-06	1.20934905807e-05	1.20467348094e-06	63	115	4	61.8476211196	139.890550432	18.6565755729	-0.0908413726579926	1.02933699187157	3.36129167683815	0.476260128391186
ENST00000318238.4	SAMD9L	7	1	92760529	92765284	4755	1.35143976309e-05	3.73133727513e-05	2.75895493834e-06	183	413	20	153.5401	423.1873543	31.67863149	-1.47390612531491	0.242221918959114	2.05540999252223	3.79851707301836e-10
ENST00000222572.3	PON2	7	9	95034641	95064263	1065	3.97314080341e-06	9.16650122975e-06	6.96106540674e-07	54	102	6	40.5309173956	93.2049273682	10.543255374	-1.31157811285364	-0.445590914300488	1.38602010267817	0.0014042483858281
ENST00000265734.4	CDK6	7	7	92244453	92462637	981	5.80978392484e-06	1.21608025403e-05	9.16739862221e-07	47	43	1	59.0500134861	121.795595148	12.3516184187	0.972135653329931	3.49222820507495	3.19952534461031	0.923677276455166
ENST00000433360.1	PPP1R9A	7	19	94539425	94919615	4125	1.3577020916e-05	3.37730972904e-05	3.29187977147e-06	149	370	11	153.260899087	370.478508485	41.9765820764	0.213370876979038	0.0121595325634466	4.73608661841663	0.0513404120249266
ENST00000379958.2	SAMD9	7	1	92730640	92735410	4770	1.40481441298e-05	3.72831885751e-05	2.5538545864e-06	192	428	33	159.5875	422.8454087	29.35480575	-1.59060573295681	-0.122608511601338	-0.66645489686226	1.28543048483051e-23
ENST00000394468.2	HEPACAM2	7	10	92818579	92855759	1389	4.88162746815e-06	1.15255612147e-05	8.83485574801e-07	65	142	13	58.9859492781	133.599179068	13.918639759	-0.485447436948015	-0.355496380840457	0.243913883692486	8.70715988746485e-09
ENST00000222547.3	BET1	7	4	93623541	93633528	357	9.71032811522e-07	2.64222012628e-06	2.44812751643e-07	9	31	4	11.5580560886	29.004202023	4.1559988174	0.46646354691624	-0.181260412261871	0.0758007111540988	0.00201119979865631
ENST00000222543.5	TFPI2	7	5	93516131	93519990	708	3.71404844447e-06	8.63977238459e-06	4.46197354209e-07	35	103	2	43.599622524	99.0003242009	7.08551334117	0.807397407733685	-0.196618070671518	1.89251269854463	0.237365841602754
ENST00000445866.2	SGCE	7	12	94214810	94285410	1389	5.61441811762e-06	1.39605346436e-05	1.50667812937e-06	61	137	8	58.77084813	141.883248854	18.9742143818	-0.18026348250465	0.200518979668616	2.49563592767071	0.00138632178574484
ENST00000359558.2	CALCR	7	14	93055667	93125243	1527	6.12531500457e-06	1.52313763763e-05	1.59964642357e-06	67	167	11	72.1873806031	171.274967227	22.2796112855	0.378500893525688	0.159773808508051	2.36717317664564	3.37646968831731e-05
ENST00000297273.4	CASD1	7	18	94139396	94185070	2394	8.01158738958e-06	2.08748468356e-05	1.97271888583e-06	86	172	8	85.475864221	218.405156685	27.817335893	-0.0351459294182745	1.53585993903445	3.7220071622673	0.0367943378808448
ENST00000248564.5	GNG11	7	2	93551449	93555528	222	6.02095074665e-07	1.95544207408e-06	1.32241921043e-07	5	22	1	6.78404428205	20.6110214249	2.03841191824	0.424630016642179	-0.14964517254869	0.720465821494657	0.163792461884714
ENST00000305866.5	CCDC132	7	28	92861780	92987748	2895	8.64152760013e-06	2.39039673212e-05	3.04680493212e-06	105	214	7	105.920816086	272.724587631	44.8339643925	0.0554656535296926	1.73929933068672	5.59716359652003	0.991409342401086
ENST00000265732.5	RBM48	7	5	92158127	92166251	1104	4.52931997253e-06	1.0984897849e-05	8.63534343228e-07	41	115	8	51.0997279789	121.378860428	11.2008321499	0.875890798703568	0.283198326328989	0.94738704535186	5.12365921814138e-05
ENST00000265627.5	PON3	7	9	94989284	95025662	1065	3.95419513903e-06	9.28565555519e-06	7.28972012671e-07	41	128	6	48.3665856047	108.471832113	11.9372806716	0.656663958434204	-0.917107537860732	1.70225484252293	0.00253678311281302
ENST00000297268.6	COL1A2	7	52	94024343	94059705	4101	1.68341262346e-05	4.34807579286e-05	3.790582614e-06	202	415	8	194.541924312	472.884666917	58.7762611371	-0.331490526457193	1.30197495188956	6.56068902466659	0.99975494444276
ENST00000482108.1	PEG10	7	1	94292868	94293846	978	5.24287911402e-06	1.25523363719e-05	6.2617295984e-07	39	74	0	55.7698176657328	132.977668615253	7.00480332334878	1.39212498599413	2.5015829462966	2.6217281417092	0.894178858164044
ENST00000222381.3	PON1	7	9	94928255	94953787	1068	3.85569191279e-06	8.55411394674e-06	1.07289396914e-06	50	102	7	47.0157755023	99.9334000542	15.8422739051	-0.26981027201575	-0.101115459637403	2.20061914770042	0.00220884417330799
ENST00000248572.5	GNGT1	7	2	93536058	93540230	225	7.93666544836e-07	1.7904909226e-06	2.32334766221e-07	16	32	1	9.8306	21.1248312	3.47059461	-1.21983863912594	-1.15732652504041	1.31367906430328	0.276892736896177
ENST00000445716.1	FAM133B	7	11	92191595	92219605	744	1.90208123756e-06	5.84175496697e-06	1.01922627413e-06	25	39	7	15.5953281798	42.3678536841	11.0230419223	-1.47637182804549	0.253075990682841	1.20031032773288	0.000297398530792941
ENST00000265634.3	NPTX2	7	5	98246773	98257941	1296	1.2468612732e-05	2.14183723771e-05	7.680733244e-07	76	119	3	83.6213999883	146.313420127	8.65947969768	0.516684591563085	1.10446050819966	1.90511103885482	0.0975684543323326
ENST00000518156.2	DLX6	7	3	96635289	96639359	882	7.36515422968e-06	1.21220899632e-05	6.98461517951e-07	40	53	0	49.8352940725	86.8940011745	5.81233912018	0.863710418503262	1.77846097872252	2.38816957400213	0.842830433475103
ENST00000297293.5	LMTK2	7	14	97736489	97834804	4512	2.84201918802e-05	5.01565000053e-05	2.45358109586e-06	280	524	4	314.865765715	554.870221488	32.75925542	1.21810961170167	0.641003134701058	4.97737480877367	0.994402282503334
ENST00000248566.2	SHFM1	7	3	96318235	96339075	213	1.00253091094e-06	1.85735895592e-06	3.27515140798e-07	9	15	1	12.616174	22.3015538	4.96810364	0.631152829593033	0.756247604245058	1.76350785122218	0.418592332178749
ENST00000325885.5	ASB4	7	5	95115283	95167071	1281	6.08696495068e-06	1.26213317307e-05	8.33475388577e-07	64	168	5	70.6760272129	144.232155277	11.4089666037	0.492302089010739	-0.967997731230461	1.87955299270057	0.0110197125961939
ENST00000324972.6	DYNC1I1	7	16	95434041	95726905	1938	8.62526479614e-06	2.06676623665e-05	2.06913878328e-06	85	158	9	101.990890567	232.973484818	29.0799583569	1.04300191771762	2.40254206724185	3.68854920369844	0.0116377037964894
ENST00000222598.4	DLX5	7	3	96650047	96653935	870	7.46381512939e-06	1.1592747818e-05	5.67484002288e-07	57	97	1	85.82386	132.6055286	7.68700117	1.92884607184167	1.51235165751292	2.38914562367812	0.675979516490967
ENST00000416240.2	SLC25A13	7	18	95750502	95951268	2031	7.60307649474e-06	1.88532375322e-05	2.21462575318e-06	96	228	26	90.409483624	214.571748307	31.5518749273	-0.364497615299565	-0.448385194140681	0.979076824120036	1.9404630788689e-15
ENST00000447648.2	TECPR1	7	24	97846701	97875458	3498	2.56140414673e-05	4.80408182853e-05	3.48586221988e-06	239	375	17	220.244640249	404.617816648	35.5120532616	-0.783471368459285	0.720189522051664	3.0772047017739	2.43068227306975e-07
ENST00000297290.3	BRI3	7	3	97911107	97920555	378	3.35227329344e-06	5.7275471776e-06	4.05056112802e-07	23	26	3	12.831626	31.8770721	4.30358722	-1.75978611231813	0.509141070197911	0.622464385330056	0.0152584135023695
ENST00000005260.8	BAIAP2L1	7	14	97922832	98030164	1536	9.14890912398e-06	1.74974557061e-05	1.67575438359e-06	98	182	7	102.915189561	189.589849746	23.8277884636	0.300366071422598	0.269612044398453	3.4148753179065	0.042773725631072
ENST00000319273.5	TAC1	7	6	97361924	97369232	390	1.57966458268e-06	3.80816402793e-06	3.98606937205e-07	18	26	0	19.7004164904	43.793846054	6.5654586791	0.237502376999295	1.3151636913903	2.53817895959693	0.877314614642078
ENST00000257627.4	OCM2	7	4	97614269	97619416	330	1.78341946522e-06	3.39877120442e-06	2.38363089739e-07	10	28	2	20.6134220469	38.0072776934	4.09436391803	1.44920492954499	0.793960879508895	1.02529464975975	0.0800687372958595
ENST00000175506.4	ASNS	7	11	97481570	97498468	1686	6.11450970706e-06	1.58534390551e-05	1.34045286855e-06	70	141	8	73.0389415006	182.410059484	19.4615930978	0.220441968756451	1.49967892264791	2.57362621605195	0.00166592807757199
ENST00000416379.2	TMEM130	7	8	98445678	98467484	1308	7.97733771908e-06	1.5357755199e-05	8.25158885334e-07	90	164	12	87.5010603406	164.818676333	11.6268557338	-0.165614606973137	0.0311916254338065	-0.108401489857449	1.28738785007366e-08
ENST00000609256.1	BHLHA15	7	1	97841621	97842191	570	4.62227502848e-06	1.02645238318e-05	2.52425936922e-07	28	41	1	27.7007988139483	61.2457232944792	1.72066464464659	-0.0352423543291018	1.26535334218489	0.544220352957803	0.14284139616861
ENST00000005178.5	PDK4	7	11	95214952	95225605	1236	4.79743415044e-06	1.20775661298e-05	1.18219044519e-06	57	146	11	54.4907988859	133.280364447	17.337524382	-0.210728444057744	-0.53889833394417	1.50770293858591	4.55196606471685e-06
